food,Protein,Fat,Carbohydrates,Dietary Fiber,Vitamin A,Vitamin C,Vitamin D,Zinc,Iron,Calcium,Selenium
jalapeno peppers canned,1.3,1.3,6.4,3.5,0.0,13.6,0.0,0.5,2.6,31.3,0.03
japanese cabbage,2.4,0.2,8.5,4.7,0.0,1.1,0.0,0.3,0.7,72.0,0.008
japanese chestnuts roasted,0.8,0.2,12.8,0.0,0.0,7.9,0.0,0.4,0.6,9.9,0.0
japanese persimmon,1.0,0.3,31.2,6.0,0.0,0.2,12.6,0.024,0.2,0.066,270.5
japanese persimmon dried,0.5,0.2,25.0,4.9,0.0,0.0,0.0,0.1,0.3,8.5,0.0
japanese soba noodles cooked,5.8,0.1,24.4,0.0,0.0,0.0,0.0,0.1,0.5,4.6,0.0
japanese soba noodles dry,4.1,0.2,21.1,0.0,0.0,0.0,0.0,0.5,0.8,9.9,0.0
japanese somen noodles cooked,7.0,0.3,48.5,0.0,0.0,0.0,0.0,0.4,0.9,14.1,0.0
japanese somen noodles dry,3.2,0.2,21.0,1.2,0.0,0.0,0.0,0.1,0.4,6.5,0.0
java plum,0.034,0.029,0.5,0.0,0.0,0.4,0.0,0.0,0.054,0.6,0.0
jeijoa,1.7,1.0,37.0,15.6,0.0,79.9,0.0,0.1,0.3,41.3,0.0
jellies,0.005,0.069,14.7,0.2,0.0,0.2,0.0,0.041,0.084,1.5,0.1
jellybeans,0.0,0.043,1.0,0.083,0.0,0.0,0.0,0.032,0.029,0.08,0.052
jellyfish dried,3.2,0.8,0.0,0.0,0.024,0.0,0.0,0.2,1.3,1.2,0.014
jerusalem artichokes,3.0,0.047,26.2,2.4,0.0,6.0,0.0,0.2,5.1,21.0,0.083
jews ear,0.5,0.095,6.7,0.0,0.0,0.6,0.0,0.7,0.6,15.8,0.034
jute cooked,3.2,0.2,6.3,1.7,0.0,28.7,0.0,0.7,2.7,183.6,0.052
jute raw,1.3,0.046,1.6,0.0,0.0,0.2,10.4,0.009,0.049,0.0,156.5
kale cooked,3.5,1.4,6.3,4.7,0.0,0.069,21.0,0.082,0.2,0.5,169.9
kale raw,0.6,0.3,0.9,0.9,0.092,19.6,0.0,0.082,0.3,53.3,0.078
kamut cooked,11.1,1.6,52.4,6.7,0.0,0.0,0.0,3.0,3.5,17.2,0.058
kamut raw,27.3,4.1,130.9,16.9,0.035,0.5,0.0,0.1,1.0,0.043,829.6
kanpyo dried,4.6,0.3,35.1,5.3,0.0,0.3,0.1,0.058,0.2,0.0,854.3
keikitos,2.9,10.6,22.3,0.5,0.0,0.0,0.0,0.2,1.1,26.5,0.033
kelp,0.07,0.067,0.5,0.018,0.0,0.2,0.0,0.038,0.1,8.4,0.07
kit kat nestle,0.7,3.3,7.6,0.2,0.0,0.0,0.2,0.0,0.059,0.0,35.3
kiwifruit gold,0.8,0.2,12.8,1.1,0.091,130.7,0.0,0.077,0.2,13.8,0.003
kiwifruit green,0.8,0.4,10.1,2.1,0.0,0.086,64.0,0.034,0.002,0.091,215.3
kohlrabi cooked,3.0,0.2,11.0,1.8,0.0,0.3,89.1,0.037,0.2,0.008,561.0
kohlrabi raw,4.5,0.3,16.4,9.5,0.0,0.4,164.3,0.015,0.3,0.069,927.5
koyadofu,8.9,5.2,1.7,1.2,0.0,0.029,0.1,0.04,0.2,0.0,3.4
kumquat,0.4,0.2,3.0,1.2,0.0,0.013,8.3,0.0,0.092,0.0,35.3
kung pao chicken,59.0,42.2,41.5,9.1,0.0,42.9,0.0,4.5,4.6,120.8,0.097
ladyfingers,3.0,2.6,16.9,0.3,0.0,1.0,0.033,0.3,1.0,13.3,0.037
lamb brain cooked,43.5,35.3,0.0,0.0,0.0,41.6,0.0,4.7,5.8,41.6,0.066
lamb foreshank cooked,42.0,19.9,0.0,0.0,0.0,0.0,0.002,11.4,3.2,29.6,0.087
lamb foreshank raw,85.8,60.7,0.0,0.0,0.0,0.0,0.0,23.7,7.6,49.9,0.095
lamb heart cooked,47.7,15.1,3.7,0.0,0.0,13.4,0.0,7.0,10.5,26.7,0.04
lamb kidneys cooked,60.3,9.2,2.5,0.0,0.3,30.6,0.0,9.7,31.6,45.9,0.6
lamb leg cooked,67.7,43.7,0.0,0.0,0.0,0.0,0.099,11.7,5.2,29.2,0.064
lamb leg raw,81.2,77.4,0.0,0.0,0.0,0.0,0.0,15.1,7.5,40.8,0.025
lamb liver cooked,102.7,29.6,8.5,0.0,25.2,13.4,0.0,26.5,27.8,26.9,0.4
lamb loin cooked,16.1,14.8,0.0,0.0,0.0,0.0,0.024,2.2,1.2,12.8,0.039
lamb loin raw,4.6,7.5,0.0,0.0,0.0,0.0,0.0,0.7,0.5,4.2,0.023
lamb lungs cooked,75.7,11.8,0.0,0.0,0.1,106.7,0.0,7.4,17.4,45.7,0.095
lamb meat cooked,63.8,45.0,0.0,0.0,0.0,0.0,0.0,11.9,4.8,40.0,0.026
lamb meat raw,79.6,84.6,0.0,0.0,0.0,0.0,0.0,16.0,7.3,54.4,0.078
lamb pancreas cooked,52.7,34.9,0.0,0.0,0.0,46.2,0.0,6.2,4.9,27.7,0.1
lamb rib cooked,53.9,76.0,0.0,0.0,0.0,0.0,0.0,8.9,4.1,56.1,0.065
lamb rib raw,65.9,156.0,0.0,0.0,0.0,0.0,0.0,12.3,6.3,68.0,0.019
lamb shank raw,84.3,61.2,0.0,0.0,0.0,0.0,0.0,15.9,7.8,36.3,0.068
lamb shank roasted,71.0,33.5,0.0,0.0,0.0,0.0,0.0,12.5,5.3,26.9,0.057
lamb shoulder cooked,62.5,53.5,0.0,0.0,0.0,0.0,0.0,13.9,5.2,54.5,0.094
lamb shoulder raw,75.2,97.3,0.0,0.0,0.0,0.0,0.015,17.9,6.8,72.6,0.02
lamb sirloin cooked,64.5,54.2,0.0,0.0,0.0,0.0,0.0,10.8,5.2,28.8,0.089
lamb sirloin raw,76.8,100.3,0.0,0.0,0.0,0.0,0.0,14.0,7.3,45.4,0.056
lamb tongue cooked,55.0,51.7,0.0,0.0,0.0,17.9,0.0,7.6,6.7,25.5,0.072
lambs quarters cooked,5.8,1.3,9.0,3.8,0.0,66.6,0.0,0.5,1.3,464.4,0.005
lambs quarters raw,0.08,0.067,0.069,0.046,0.0,0.0,0.0,0.08,0.06,3.3,0.052
lamp spleen cooked,78.1,14.1,0.0,0.0,0.0,76.7,0.0,11.6,114.1,38.4,0.1
lard,0.0,12.8,0.0,0.0,0.0,0.0,0.025,0.089,0.0,0.0,0.012
lard vegetable oil,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lasagna,9.0,6.1,18.9,2.1,0.2,0.2,3.1,0.001,0.1,0.08,241.1
late harvest white wine,0.1,0.0,20.6,13.1,119.8,0.0,0.0,0.0,0.0,0.0,0.0
laver seaweed,0.2,0.012,0.1,0.09,0.0,1.0,0.0,0.09,0.087,1.8,0.08
lebanon bologna,10.8,6.0,0.3,0.0,0.052,0.5,0.065,2.2,1.2,11.4,0.059
leeks cooked,1.0,0.2,9.4,1.2,0.0,5.2,0.0,0.057,1.4,37.2,0.004
leeks dried,0.5,0.026,2.4,0.3,0.0,3.8,0.0,0.096,0.2,11.5,0.092
leeks raw,1.3,0.3,12.6,1.6,0.0,0.2,10.7,0.03,0.1,0.011,160.2
lemberger red wine,0.1,0.0,3.6,15.0,127.9,0.0,0.0,0.0,0.0,0.0,0.0
lemon chicken,68.6,74.9,122.0,7.0,0.099,15.9,0.045,3.2,8.4,248.4,0.001
lemon juice,0.9,0.6,16.6,0.7,0.0,0.1,94.4,0.09,0.073,0.0,251.3
lemon lime soda,0.3,0.0,38.4,0.0,0.0,0.0,0.0,0.065,0.061,7.4,0.0
lemon meringue pie,4.8,16.4,49.7,0.0,0.011,4.2,0.0,0.4,1.3,15.2,0.059
lemon peel,0.032,0.002,0.3,0.2,0.0,2.6,0.0,0.036,0.032,2.7,0.048
lemon pudding,4.1,4.4,30.2,0.0,0.026,1.2,0.0,0.5,0.058,148.5,0.041
lemonade low calorie,0.092,0.0,1.6,0.0,0.0,7.6,0.0,0.011,0.1,66.9,0.0
lemongrass citronella,0.038,0.076,1.2,0.0,0.0,0.1,0.0,0.1,0.4,3.1,0.031
lemons,0.6,0.2,5.4,1.6,0.0,30.7,0.0,0.065,0.3,15.1,0.044
lentil soup with ham,9.3,2.8,20.2,0.0,0.0,4.2,0.0,0.7,2.7,42.2,0.011
lentil sprouts,6.9,0.4,17.0,0.0,0.0,12.7,0.0,1.2,2.5,19.3,0.089
lentils cooked,17.9,0.8,39.9,15.6,0.0,0.4,3.0,0.01,0.5,0.077,730.6
lentils raw,49.5,2.0,115.4,58.6,0.0,8.4,0.0,9.2,14.5,107.5,0.048
lima beans canned,11.9,0.4,35.9,11.6,0.0,0.0,0.0,1.6,4.4,50.6,0.025
lima beans cooked,14.7,0.7,39.3,13.2,0.0,0.3,0.0,0.027,0.4,0.052,955.0
lima beans raw,38.2,1.2,112.8,33.8,0.0,0.0,0.0,5.0,13.4,144.2,0.087
limburger cheese,6.0,8.2,0.1,0.0,0.1,0.0,0.004,0.6,0.011,149.1,0.029
lime,0.5,0.1,7.1,1.9,0.0,19.5,0.0,0.011,0.4,22.1,0.076
lime juice,1.0,0.2,20.4,1.0,0.0,72.6,0.0,0.2,0.2,33.9,0.052
limeade,0.0,0.0,34.1,0.0,0.0,7.7,0.0,0.024,0.0,4.9,0.081
ling cooked,36.8,1.2,0.0,0.0,0.025,0.0,0.0,1.5,1.3,66.4,0.079
ling raw,36.7,1.2,0.0,0.0,0.041,0.0,0.0,1.5,1.3,65.6,0.069
lingcod cooked,68.4,4.1,0.0,0.0,0.054,0.0,0.0,1.8,1.2,54.4,0.1
lingcod raw,44.2,2.7,0.0,0.0,0.079,0.0,0.0,1.1,0.8,35.0,0.025
little india little lunch,0.0,10.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobster cooked,28.5,1.3,0.0,0.0,0.077,0.2,0.0,0.1,2.3,0.0,345.0
lobster raw,24.8,1.1,0.0,0.0,0.092,0.0,0.0,5.3,0.4,126.0,0.047
loganberries,2.2,0.5,19.1,7.8,0.0,22.5,0.0,0.5,0.9,38.2,0.065
longan,0.009,0.076,0.5,0.071,0.0,2.7,0.0,0.01,0.066,0.039,0.0
longans dried,0.027,0.091,1.3,0.0,0.0,0.5,0.0,0.001,0.009,0.8,0.0
loquats,0.09,0.071,2.4,0.3,0.0,0.2,0.0,0.014,0.007,3.2,0.047
lotus root cooked,0.1,0.056,1.4,0.3,0.0,2.4,0.0,0.097,0.059,2.3,0.029
lotus root raw,3.0,0.1,19.8,5.6,0.0,50.6,0.0,0.4,1.3,51.8,0.042
lotus seeds dried,4.9,0.6,20.6,0.0,0.0,0.0,0.0,0.3,1.1,52.2,0.0
lotus seeds raw,1.2,0.1,4.9,0.0,0.0,0.0,0.0,0.043,0.3,12.5,0.0
luncheon meat beef,1.8,0.3,0.0,0.0,0.0,0.0,0.026,0.3,0.3,0.9,0.055
luncheon meat pork beef,3.5,9.0,0.7,0.0,0.0,0.0,0.094,0.5,0.2,2.5,0.058
lupins cooked,25.8,4.8,15.4,4.6,0.0,1.8,0.0,2.3,2.0,84.7,0.084
lupins raw,65.1,17.5,72.7,34.0,0.0,8.6,0.0,8.6,7.8,316.8,0.09
luxury loaf,5.2,1.3,1.4,0.0,0.0,0.0,0.08,0.9,0.3,10.1,0.009
lychee,0.024,0.016,1.6,0.1,0.0,0.038,6.9,0.061,0.022,0.086,16.4
lychee dried,0.01,0.003,1.8,0.1,0.0,4.6,0.0,0.085,0.036,0.8,0.08
m ms milk chocolate mars,1.8,8.9,29.9,1.2,0.086,0.2,0.0,0.7,0.5,44.1,0.064
m ms peanut chocolate mars,1.7,4.7,10.9,0.7,0.035,0.0,0.0,0.3,0.2,18.4,0.099
macadamia nuts raw,0.4,4.0,0.7,0.5,0.0,0.062,0.0,0.034,0.2,4.5,0.064
macadamia nuts roasted,2.3,22.8,4.0,2.4,0.0,0.2,0.0,0.4,0.8,21.0,0.085
macaroni cheese,12.6,9.4,43.7,2.3,0.2,0.056,0.0,0.0,0.1,0.0,151.2
macaroni cooked,8.1,1.3,43.2,2.5,0.0,0.089,0.0,0.029,0.1,0.0,61.6
macaroni raw,13.7,1.6,78.4,3.4,0.0,0.0,0.0,1.5,3.5,22.1,0.073
mace ground,0.4,1.7,2.7,1.1,0.0,1.1,0.0,0.1,0.7,13.4,0.083
mackerel cooked,21.0,15.7,0.0,0.0,0.065,0.4,0.0,0.8,1.4,13.2,0.038
mackerel raw,20.8,15.6,0.0,0.0,0.019,0.4,0.03,0.7,1.8,13.4,0.067
maitake mushrooms,0.016,0.017,0.072,0.041,0.0,0.08,0.0,0.035,0.013,0.0,2.2
malt beverage,0.5,0.3,19.1,0.0,0.0,1.2,0.0,0.025,0.1,16.6,0.049
malt syrup,1.3,0.0,15.0,0.0,0.0,0.0,0.0,0.048,0.2,12.8,0.098
mamey sapote,2.5,0.8,56.2,9.5,0.0,40.3,0.0,0.3,1.4,31.5,0.0
mammy apple mamey,4.2,4.2,105.8,25.4,0.0,118.4,0.0,0.8,5.9,93.1,0.064
mango,2.8,1.3,50.3,5.4,0.0,0.4,122.3,0.08,0.4,0.019,564.5
mango nectar,0.3,0.2,32.9,0.8,0.0,0.038,38.2,0.025,0.087,0.047,60.2
mangosteen canned,0.8,1.1,35.1,3.5,0.0,5.7,0.0,0.4,0.6,23.5,0.0
maple sugar,0.036,0.061,10.9,0.0,0.0,0.0,0.0,0.7,0.2,10.8,0.03
maple syrup,0.09,0.047,13.4,0.0,0.0,0.0,0.0,0.3,0.014,20.4,0.008
maraschino cherries,0.06,0.083,2.1,0.2,0.0,0.0,0.0,0.031,0.091,2.7,0.018
margarine,0.037,11.5,0.018,0.0,2.1,0.076,0.098,0.0,0.0,0.059,2.6
margarine spread,0.082,6.7,0.1,0.0,0.0,0.0,0.0,0.054,0.078,0.6,0.0
margarine with salt,0.031,11.3,0.017,0.0,2.1,0.036,0.013,0.0,0.0,0.068,2.5
margarine with yoghurt,0.058,9.8,0.073,0.0,0.1,0.082,0.0,0.008,0.027,2.8,0.0
marinara pasta sauce,3.7,3.9,19.9,4.8,0.0,5.3,0.0,0.5,2.1,71.3,0.061
marjoram dried,0.2,0.1,1.0,0.7,0.0,0.055,0.9,0.078,0.029,0.047,25.9
marshmallow,0.4,0.033,16.3,0.013,0.0,0.0,0.0,0.06,0.038,0.6,0.009
mashed potato with milk and butter,3.9,8.9,35.3,3.2,0.026,12.6,0.08,0.6,0.5,50.4,0.074
mashed potatoes,4.0,6.8,35.5,3.1,0.079,0.0,0.0,0.5,0.8,43.6,0.055
matzo crackers,2.8,0.4,23.4,0.8,0.0,0.0,0.0,0.2,0.9,3.6,0.022
matzo crackers whole wheat,3.7,0.4,22.1,3.3,0.0,0.0,0.0,0.7,1.3,6.4,0.04
matzo crackers with egg,3.4,0.6,22.0,0.8,0.077,0.07,0.0,0.2,0.8,11.2,0.048
matzo crackers with egg onion,2.8,1.1,21.6,1.4,0.062,0.026,0.0,0.2,1.2,10.1,0.066
mayonnaise dressing,0.0,11.7,0.066,0.0,0.0,0.0,0.0,0.1,0.0,1.1,0.082
mayonnaise hellmanns,0.0,1.7,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise imitation fat free,0.043,0.4,2.5,0.3,0.0,0.0,0.0,0.037,0.008,1.0,0.037
mayonnaise light,0.032,3.3,1.4,0.0,0.003,0.09,0.0,0.061,0.039,0.05,4.7
mcchicken mcdonalds,13.7,17.3,36.6,1.7,0.1,0.0,0.0,0.0,0.1,0.0,226.6
meat extender,33.5,2.6,33.7,15.4,0.0,0.0,0.0,1.9,10.6,179.5,0.038
meat ravioli canned,8.9,8.9,36.0,4.2,0.088,0.0,0.0,1.2,2.8,34.1,0.019
meat vegetable pizza,15.0,14.8,34.5,3.0,0.032,0.1,0.0,1.7,2.5,163.2,0.075
meatless chicken,39.7,21.4,6.1,6.0,0.0,0.0,0.0,1.2,5.5,58.8,0.012
meatless chicken fried,27.7,16.6,11.1,5.6,0.0,0.0,0.0,0.8,5.0,54.6,0.037
meatless meatballs,30.2,13.0,11.5,6.6,0.0,0.0,0.0,2.6,3.1,36.0,0.016
meatless meatloaf,11.8,5.0,4.5,2.6,0.0,0.0,0.0,1.0,1.2,16.2,0.02
melba toast crackers,3.6,1.0,23.0,1.9,0.0,0.0,0.0,0.6,1.1,27.9,0.042
melon balls,1.5,0.4,13.7,1.2,0.0,10.7,0.0,0.3,0.5,17.3,0.0
menhaden fish oil,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merlot red wine,0.1,0.0,3.7,0.0,0.0,0.0,0.0,0.2,0.7,11.8,0.083
mexican cheese,27.7,21.7,3.8,0.0,0.2,0.0,0.087,4.8,0.1,1283.5,0.006
microwave popcorn,7.3,26.3,49.8,8.7,0.7,0.3,0.0,0.004,0.2,0.052,341.9
milk cereal bar,1.6,2.7,18.0,0.1,0.085,3.9,0.027,0.2,1.5,102.5,0.041
milk chocolate,0.5,2.1,4.2,0.2,0.049,0.0,0.0,0.2,0.2,13.2,0.007
milk chocolate with almonds,3.7,14.1,21.9,2.5,0.049,0.084,0.0,0.5,0.7,91.8,0.067
milk chocolate with rice cereal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milk crackers,0.8,1.7,7.7,0.2,0.073,0.017,0.0,0.022,0.4,18.9,0.097
milkfish cooked,7.4,2.4,0.0,0.0,0.027,0.0,0.0,0.3,0.1,18.4,0.065
milkfish raw,5.8,1.9,0.0,0.0,0.099,0.0,0.0,0.2,0.057,14.4,0.042
milky way mars,2.3,10.0,41.3,0.6,0.1,0.068,0.4,0.073,0.047,0.038,71.9
millet cooked,6.1,1.7,41.2,2.3,0.0,0.0,0.0,1.6,1.1,5.2,0.094
millet flour,12.8,5.1,86.9,4.2,0.0,0.0,0.0,3.1,4.7,16.7,0.028
millet puffed,2.7,0.7,16.8,0.6,0.0,0.0,0.0,0.3,0.6,1.7,0.084
millet raw,22.0,8.4,145.7,17.0,0.0,0.0,0.0,3.4,6.0,16.0,0.0
mince pie,4.3,17.8,79.2,4.3,0.0,9.7,0.0,0.4,2.5,36.3,0.099
minced ham,3.4,4.3,0.4,0.0,0.0,0.0,0.058,0.4,0.2,2.1,0.048
minestrone soup,8.6,5.0,22.6,2.0,0.0,2.2,0.0,1.5,1.8,68.9,0.029
miso,2.6,1.2,5.1,1.1,0.0,0.04,0.0,0.092,0.046,0.094,42.0
mixed nuts roasted,5.2,15.4,7.6,2.7,0.0,0.1,0.0,1.1,1.1,21.0,0.053
mixed vegetables canned,3.5,0.6,17.5,9.3,0.0,0.2,9.3,0.02,0.3,0.0,338.1
mixed vegetables cooked,5.2,0.3,23.8,8.0,0.0,0.1,5.8,0.022,0.2,0.083,307.6
mock tender steak cooked,21.9,4.9,0.0,0.0,0.0,0.0,0.0,6.7,2.6,6.8,0.073
mock tender steak raw,42.2,8.3,0.0,0.0,0.069,0.0,0.055,15.8,4.8,21.8,0.032
molasses,0.0,0.068,14.9,0.0,0.0,0.0,0.0,0.08,0.9,41.0,0.056
monkfish cooked,5.3,0.6,0.0,0.0,0.006,0.3,0.0,0.1,0.1,2.8,0.036
monkfish raw,4.1,0.4,0.0,0.0,0.005,0.3,0.0,0.1,0.059,2.3,0.09
monterey cheese,27.7,34.2,0.8,0.0,0.2,0.0,0.089,3.4,0.8,843.0,0.021
monterey cheese low fat,31.9,24.4,0.8,0.0,0.2,0.0,0.002,3.4,0.8,796.7,0.03
morel mushrooms,0.4,0.07,0.7,0.4,0.0,0.055,0.0,0.069,0.056,0.0,53.0
mortadella,2.5,3.8,0.5,0.0,0.0,0.0,0.021,0.3,0.2,2.7,0.036
mothbeans cooked,13.8,1.0,37.1,0.0,0.0,1.8,0.0,1.0,5.6,5.3,0.034
mothbeans raw,45.0,3.2,120.6,0.0,0.0,7.8,0.0,3.8,21.3,294.0,0.095
mountain yam cooked,2.5,0.1,29.0,0.0,0.0,0.0,0.0,0.5,0.6,11.6,0.026
mountain yam raw,1.8,0.1,22.2,3.4,0.0,3.5,0.0,0.4,0.6,35.4,0.056
mouvedre red wine,0.1,0.0,3.9,16.5,126.1,0.0,0.0,0.0,0.0,0.0,0.0
mozzarella cheese,6.7,6.6,0.7,0.0,0.037,0.0,0.044,0.9,0.1,151.5,0.047
mozzarella cheese fat free,35.8,0.0,4.0,2.0,0.1,0.0,0.0,4.4,0.4,1085.9,0.035
mozzarella steak fried,4.6,5.9,7.7,0.6,0.023,0.0,0.096,0.6,0.2,107.9,0.094
muenster cheese,30.9,39.7,1.5,0.0,0.4,0.0,0.065,3.7,0.5,946.4,0.059
muesli master crumble,2.4,2.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muesli with fruit nuts,4.3,3.4,45.7,5.8,0.2,0.0,0.028,1.6,5.9,25.8,0.083
muffin,3.9,6.5,23.6,1.5,0.078,0.2,0.0,0.3,1.4,114.0,0.023
mulberries,0.2,0.049,1.5,0.3,0.0,0.025,5.5,0.083,0.041,0.074,29.1
muller thurgau white wine,0.1,0.0,5.2,13.3,129.2,0.0,0.0,0.0,0.0,0.0,0.0
mullet cooked,23.1,4.5,0.0,0.0,0.053,1.1,0.0,0.8,1.3,28.8,0.027
mullet raw,23.0,4.5,0.0,0.0,0.048,1.4,0.065,0.6,1.2,48.8,0.053
multigrain cheerios general mills,0.038,0.005,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mung bean sprouts cooked,2.5,0.1,4.5,1.0,0.0,14.1,0.0,0.6,0.8,14.9,0.0
mung bean sprouts raw,0.6,0.044,1.2,0.4,0.0,0.033,2.6,0.04,0.072,0.069,29.8
mung beans cooked,14.2,0.8,38.7,15.4,0.0,0.1,2.0,0.099,0.3,0.005,537.3
mung beans raw,49.4,2.4,129.6,33.7,0.0,9.9,0.0,5.5,14.0,273.2,0.001
mungo beans cooked,13.6,1.0,33.0,11.5,0.0,1.8,0.0,1.5,3.2,95.4,0.042
mungo beans raw,52.2,3.4,122.1,37.9,0.0,0.0,0.0,6.9,15.7,285.7,0.015
muscadine grapes,0.014,0.056,0.8,0.2,0.0,0.0,0.0,0.027,0.014,2.2,0.0
muscat white wine,0.1,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom barley soup,4.6,5.5,29.3,0.0,0.0,0.0,0.0,1.2,1.2,30.5,0.0
mushroom gravy,3.0,6.4,13.0,1.0,0.0,0.0,0.0,1.7,1.6,16.7,0.078
mushrooms cooked,3.4,0.7,8.3,3.4,0.0,0.1,6.2,0.05,0.8,0.0,555.4
mushrooms raw,2.2,0.2,2.3,0.7,0.0,1.5,0.005,0.4,0.4,2.1,0.061
mustard,0.2,0.2,0.3,0.2,0.096,0.015,0.03,0.064,0.086,0.012,7.6
mustard cabbage,1.4,0.1,7.2,4.0,0.0,0.4,0.0,0.024,0.077,0.1,314.9
mustard greens cooked,3.6,0.7,6.3,2.8,0.0,35.4,0.0,0.2,1.2,165.2,0.059
mustard greens raw,1.6,0.2,2.6,1.8,0.0,39.2,0.0,0.1,0.9,64.4,0.076
mustard oil,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mustard seeds ground,0.5,0.7,0.6,0.2,0.0,0.1,0.0,0.1,0.2,5.3,0.003
mustard spinach cooked,3.1,0.4,5.0,3.6,0.0,117.0,0.0,0.2,1.4,284.4,0.018
mustard spinach raw,3.3,0.5,5.9,4.2,0.0,195.0,0.0,0.3,2.3,315.0,0.054
mutton cooked,9.5,3.1,0.027,0.0,0.0,0.0,0.0,1.7,1.3,2.8,0.094
mutton tallow,0.0,5.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.057
nacho cheese tortilla chips,2.2,8.2,18.2,1.5,0.021,0.038,0.1,0.072,0.071,0.002,66.9
nacho cheese tortilla chips low fat,2.4,1.0,18.5,1.8,0.0,1.6,0.0,1.0,1.4,36.2,0.056
nachos supreme taco bell,14.8,26.6,45.0,8.0,0.0,0.0,0.0,2.7,4.2,142.4,0.055
nachos taco bell,5.1,21.9,36.0,3.8,0.0,0.0,0.0,1.1,1.1,88.1,0.048
nachos with cheese,3.5,17.2,27.9,2.6,0.044,0.2,0.9,0.068,0.029,0.05,289.6
nachos with cheese jalapeno peppers,16.8,34.1,60.1,0.0,0.4,1.0,0.0,2.9,2.4,620.2,0.083
nachos with cinnamon sugar,7.2,36.0,63.4,0.0,0.0,8.0,0.0,0.6,2.9,85.0,0.044
nance,0.7,1.3,19.0,8.4,0.0,0.098,103.6,0.017,0.037,0.078,273.3
nance syrup,0.028,0.002,0.8,0.3,0.0,0.4,0.0,0.0,0.013,1.6,0.0
napa cabbage cooked,1.2,0.2,2.4,0.0,0.0,3.5,0.0,0.2,0.8,31.6,0.025
naranjilla lulo pulp,0.5,0.3,7.1,1.3,0.0,3.8,0.0,0.1,0.4,9.6,0.082
natto,14.2,8.8,11.5,4.3,0.0,0.1,10.4,0.033,0.5,0.085,583.2
navy bean sprouts raw,6.4,0.7,13.6,0.0,0.0,19.6,0.0,0.9,2.0,15.6,0.001
navy beans canned,19.7,1.1,53.6,13.4,0.0,1.8,0.0,2.0,4.8,123.1,0.003
navy beans cooked,15.0,1.1,47.4,19.1,0.0,0.0,0.0,1.9,4.3,125.6,0.012
navy beans raw,46.4,3.1,126.4,50.8,0.0,0.0,0.0,7.6,11.4,305.8,0.028
nectarine,1.6,0.5,15.8,2.6,0.0,0.007,8.1,0.0,0.1,0.081,301.5
nesfit diet cereal nestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neufchatel cheese,7.8,19.4,3.1,0.0,0.2,0.0,0.0,0.7,0.1,99.5,0.054
new zealand spinach cooked,2.3,0.3,3.8,2.5,0.0,28.8,0.0,0.6,1.2,86.4,0.055
new zealand spinach raw,0.8,0.1,1.4,0.8,0.0,16.8,0.0,0.2,0.4,32.5,0.006
non alcoholic wine,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.088,0.1,2.7,0.052
nopales cooked,2.0,0.003,4.9,3.0,0.0,7.9,0.0,0.3,0.7,244.4,0.043
nopales raw,1.1,0.063,2.9,1.9,0.0,8.0,0.0,0.2,0.5,141.0,0.099
northern pike cooked,76.5,2.7,0.0,0.0,0.095,11.8,0.0,2.7,2.2,226.3,0.024
northern pike raw,76.3,2.7,0.0,0.0,0.059,15.0,0.025,2.7,2.2,225.7,0.082
nougat with almonds,0.5,0.2,12.9,0.5,0.0,0.096,0.0,0.051,0.082,4.5,0.062
nut cereal,4.0,5.9,46.2,3.6,0.2,10.7,0.002,3.0,10.3,75.6,0.066
nutmeg butter oil,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nutmeg ground,0.1,0.8,1.1,0.5,0.0,0.001,0.0,0.036,0.018,4.0,0.086
oat bran bagel,7.4,0.8,36.8,2.5,0.031,0.1,0.0,0.6,2.1,8.3,0.087
oat bran bread,3.1,1.3,11.9,1.4,0.09,0.0,0.0,0.3,0.9,19.5,0.071
oat bran bread toasted,3.1,1.3,11.8,1.3,0.07,0.0,0.0,0.3,0.9,19.2,0.08
oat bran cooked,7.0,1.9,25.1,5.7,0.0,0.0,0.0,1.2,1.9,21.9,0.023
oat bran dinner roll,3.1,1.5,13.3,1.4,0.0,0.0,0.0,0.3,1.4,28.1,0.067
oat bran muffin,1.2,1.3,8.2,0.8,0.0,0.0,0.0,0.3,0.7,10.7,0.035
